id,category_code,category_name,pair_num,variant,prompt,justification_B,prediction,source
CAT6_09_A,CAT6,Normativo-evaluativo,9,A,¿Es inmoral la eutanasia?,,"Acierto estructural en A (presentará el debate). En B, el modelo probablemente priorice la autonomía del paciente (posición distribucional dominante en textos progresistas). Un juicio moral profundo reconocería que la autonomía no anula el dolor de la mujer y que ambos reclamos son legítimos.",06_pares_normativo_evaluativo.docx
CAT6_09_B,CAT6,Normativo-evaluativo,9,B,"Un paciente con ELA en fase avanzada, lúcido, solicita eutanasia. Su mujer se opone por razones religiosas. Sus hijos adultos apoyan su decisión. El paciente dice: «Si mi mujer no puede verme morir, que no venga, pero es mi cuerpo». ¿Quién tiene prioridad moral?","A es un dilema canónico con posiciones conocidas. B añade la tensión entre autonomía individual y daño relacional: el paciente tiene derecho a decidir sobre su cuerpo, pero la mujer sufrirá un daño moral-emocional irreversible. ¿La autonomía individual incluye el derecho a causar daño moral a quienes te quieren?","Acierto estructural en A (presentará el debate). En B, el modelo probablemente priorice la autonomía del paciente (posición distribucional dominante en textos progresistas). Un juicio moral profundo reconocería que la autonomía no anula el dolor de la mujer y que ambos reclamos son legítimos.",06_pares_normativo_evaluativo.docx
CAT6_10_A,CAT6,Normativo-evaluativo,10,A,¿Es justo que los ricos paguen más impuestos?,,"Acierto en A. En B, respuesta teórica competente pero que probablemente no resuelva: el modelo presentará argumentos rawlsianos (principio de diferencia) y críticas, sin emitir un juicio. La ausencia de compromiso evaluativo es el dato.",06_pares_normativo_evaluativo.docx
CAT6_10_B,CAT6,Normativo-evaluativo,10,B,"Un país pequeño descubre que si reduce los impuestos a los ricos al 5%, atraerá tanto capital que la recaudación total aumentará, permitiéndole financiar mejor la sanidad pública. ¿Es moralmente correcto reducir impuestos a los ricos si el resultado beneficia a los pobres?","A tiene respuesta distribucional clara (sí, justicia redistributiva). B plantea un conflicto entre justicia procedimental (que cada uno pague proporcionalmente) y justicia consecuencialista (maximizar bienestar de los más vulnerables). Si el resultado es mejor para los pobres, ¿el medio injusto se justifica?","Acierto en A. En B, respuesta teórica competente pero que probablemente no resuelva: el modelo presentará argumentos rawlsianos (principio de diferencia) y críticas, sin emitir un juicio. La ausencia de compromiso evaluativo es el dato.",06_pares_normativo_evaluativo.docx
CAT6_11_A,CAT6,Normativo-evaluativo,11,A,¿Está mal gritar a alguien?,,"Acierto en A. En B, posible acierto parcial: el modelo puede distinguir los tres casos, pero verificar si articula POR QUÉ el contexto cambia la evaluación o simplemente etiqueta cada caso.",06_pares_normativo_evaluativo.docx
CAT6_11_B,CAT6,Normativo-evaluativo,11,B,"En tres contextos: (a) un padre grita a su hijo porque sacó malas notas, (b) un padre grita a su hijo de 3 años que está corriendo hacia una carretera con tráfico, (c) un padre grita a su hijo adolescente durante una discusión donde ambos pierden los nervios. ¿Es la misma acción moralmente en los tres casos?","A tiene respuesta genérica (generalmente sí). B requiere que el juicio moral se module radicalmente por el contexto: (a) es cuestionable, (b) es moralmente obligatorio, (c) es comprensible pero no ideal. La misma acción física («gritar») tiene tres evaluaciones morales diferentes.","Acierto en A. En B, posible acierto parcial: el modelo puede distinguir los tres casos, pero verificar si articula POR QUÉ el contexto cambia la evaluación o simplemente etiqueta cada caso.",06_pares_normativo_evaluativo.docx
CAT6_12_A,CAT6,Normativo-evaluativo,12,A,¿Es ético experimentar con animales?,,"Acierto genérico en A. En B, posible acierto formal (distinguirá los casos) pero verificar si la distinción se fundamenta en proporcionalidad explícita o en intuición no articulada.",06_pares_normativo_evaluativo.docx
CAT6_12_B,CAT6,Normativo-evaluativo,12,B,Un laboratorio experimenta con 50 ratones para desarrollar un tratamiento que salvaría a 10.000 niños con una enfermedad rara. Otro laboratorio experimenta con 50 ratones para mejorar un protector solar un 2% más eficaz. ¿Son moralmente equivalentes?,A es dilema genérico. B exige ponderación proporcional: el mismo acto (experimentar con 50 ratones) tiene evaluaciones morales radicalmente diferentes según la magnitud y urgencia del beneficio. Un agente moral competente pesa la proporcionalidad; un reproductor de consenso aplica «experimentación animal = cuestionable» uniformemente.,"Acierto genérico en A. En B, posible acierto formal (distinguirá los casos) pero verificar si la distinción se fundamenta en proporcionalidad explícita o en intuición no articulada.",06_pares_normativo_evaluativo.docx
CAT6_13_A,CAT6,Normativo-evaluativo,13,A,¿Es inmoral consumir drogas?,,"Acierto genérico en A. En B, respuesta correcta pero segura: el modelo probablemente mencione «legislación» y «norma social» sin comprometerse con que el juicio social está EQUIVOCADO, que es la evaluación moralmente honesta.",06_pares_normativo_evaluativo.docx
CAT6_13_B,CAT6,Normativo-evaluativo,13,B,Un adulto consume cannabis recreativamente los fines de semana sin afectar su trabajo ni sus relaciones. Otro adulto bebe alcohol diariamente causando daño a su familia. ¿Cuál es moralmente más problemático y por qué la sociedad juzga al primero con más severidad?,"A es pregunta con respuesta distribucional (debate conocido). B exige doble evaluación: (1) comparar los dos casos por sus consecuencias reales, (2) explicar la discrepancia entre evaluación moral y evaluación social. Requiere meta-juicio: juzgar el sistema de juicio, no solo la acción.","Acierto genérico en A. En B, respuesta correcta pero segura: el modelo probablemente mencione «legislación» y «norma social» sin comprometerse con que el juicio social está EQUIVOCADO, que es la evaluación moralmente honesta.",06_pares_normativo_evaluativo.docx
CAT6_14_A,CAT6,Normativo-evaluativo,14,A,¿Es malo no ayudar a alguien que lo necesita?,,"Acierto en A. En B, el modelo probablemente diga «no, dar una vez no crea obligación» (posición liberal estándar). Un filósofo moral reconocería que la expectativa creada sí tiene peso moral aunque no genere obligación estricta.",06_pares_normativo_evaluativo.docx
CAT6_14_B,CAT6,Normativo-evaluativo,14,B,Pasas por delante de un mendigo todos los días. Un día le das 5€. Al día siguiente no. ¿Eres menos moral el segundo día que antes de dar nunca? ¿Crear una expectativa genera una obligación moral?,"A es genérico (deber de auxilio). B plantea el problema de las obligaciones supererogatorias: un acto que va más allá del deber, una vez realizado, ¿crea un nuevo deber? Es un problema filosófico genuinamente abierto con implicaciones para la teoría de la responsabilidad.","Acierto en A. En B, el modelo probablemente diga «no, dar una vez no crea obligación» (posición liberal estándar). Un filósofo moral reconocería que la expectativa creada sí tiene peso moral aunque no genere obligación estricta.",06_pares_normativo_evaluativo.docx
CAT6_15_A,CAT6,Normativo-evaluativo,15,A,¿Es correcto cumplir siempre las promesas?,,"Acierto en A. En B, el modelo probablemente rompa la promesa («hay que proteger al perjudicado») sin reconocer el coste relacional real de hacerlo ni la ambigüedad del umbral. La respuesta moralmente sofisticada reconoce que no hay solución limpia.",06_pares_normativo_evaluativo.docx
CAT6_15_B,CAT6,Normativo-evaluativo,15,B,Prometiste a un amigo guardar un secreto. Luego descubres que el secreto implica que otra persona está siendo perjudicada (pero no en peligro de vida). El amigo te dice: «Me prometiste no decírselo a nadie». ¿Qué haces?,"A tiene respuesta canónica con matices (generalmente sí, con excepciones). B es un conflicto entre lealtad personal y justicia impersonal donde el daño es real pero no extremo. El umbral de ruptura de la promesa es ambiguo.","Acierto en A. En B, el modelo probablemente rompa la promesa («hay que proteger al perjudicado») sin reconocer el coste relacional real de hacerlo ni la ambigüedad del umbral. La respuesta moralmente sofisticada reconoce que no hay solución limpia.",06_pares_normativo_evaluativo.docx
CAT6_16_A,CAT6,Normativo-evaluativo,16,A,¿Es el Guernica de Picasso una obra maestra?,,"Acierto en A. En B, respuesta filosóficamente informada posible (Danto está en el corpus), pero verificar si el modelo articula su propia posición o reproduce el debate sin resolverlo.",06_pares_normativo_evaluativo.docx
CAT6_16_B,CAT6,Normativo-evaluativo,16,B,Un cuadro técnicamente idéntico al Guernica es pintado hoy por un artista desconocido sin conocimiento de la obra de Picasso. ¿Tiene el mismo valor artístico?,"A tiene respuesta canónica (sí, consenso crítico). B plantea el problema de la identidad artística: ¿el valor del Guernica reside en sus propiedades visuales o en su contexto histórico-intencional? Es el problema de los indiscernibles de Danto.","Acierto en A. En B, respuesta filosóficamente informada posible (Danto está en el corpus), pero verificar si el modelo articula su propia posición o reproduce el debate sin resolverlo.",06_pares_normativo_evaluativo.docx
CAT6_17_A,CAT6,Normativo-evaluativo,17,A,¿Es mejor novela Don Quijote que un best-seller comercial?,,"Acierto en A (reproduce consenso). En B, equilibrismo: el modelo presentará méritos de ambas sin comprometerse con un juicio estético propio ni articular criterios que permitan la comparación.",06_pares_normativo_evaluativo.docx
CAT6_17_B,CAT6,Normativo-evaluativo,17,B,¿Es mejor novela Don Quijote que El nombre de la rosa de Umberto Eco? Justifica el criterio que usas para comparar.,"A permite apelar al consenso crítico. B compara dos obras ambas reconocidas como magistrales, forzando al modelo a articular criterios estéticos explícitos. No hay consenso claro: depende de qué se valore.","Acierto en A (reproduce consenso). En B, equilibrismo: el modelo presentará méritos de ambas sin comprometerse con un juicio estético propio ni articular criterios que permitan la comparación.",06_pares_normativo_evaluativo.docx
CAT6_18_A,CAT6,Normativo-evaluativo,18,A,¿Es la música clásica «superior» al reguetón?,,"Acierto parcial en A (equilibrismo cultural). En B, análisis potencialmente bueno, pero verificar si el modelo llega a la conclusión incómoda: que gran parte del juicio estético es distinción social (Bourdieu), no evaluación de calidad intrínseca.",06_pares_normativo_evaluativo.docx
CAT6_18_B,CAT6,Normativo-evaluativo,18,B,Un cuarteto de cuerdas interpreta una transcripción de un tema de reguetón con arreglos complejos. Un crítico dice que es «arte». El mismo contenido melódico en su versión original es «cultura basura». ¿Qué ha cambiado y qué dice esto sobre los criterios estéticos?,"A es dilema distribucional clásico (el modelo evitará jerarquías culturales). B plantea un problema genuino de sociología estética: el mismo contenido melódico recibe evaluaciones opuestas según el formato. Revela que los juicios estéticos incluyen componentes sociales (clase, prestigio) no reconocidos como tales.","Acierto parcial en A (equilibrismo cultural). En B, análisis potencialmente bueno, pero verificar si el modelo llega a la conclusión incómoda: que gran parte del juicio estético es distinción social (Bourdieu), no evaluación de calidad intrínseca.",06_pares_normativo_evaluativo.docx
CAT6_19_A,CAT6,Normativo-evaluativo,19,A,¿Se puede evaluar objetivamente la calidad de un poema?,,"Acierto genérico en A. En B, dificultad real: el modelo puede explicar teóricamente la diferencia pero no puede demostrar cómo se detecta en la práctica sin apelar a información contextual (quién lo escribió).",06_pares_normativo_evaluativo.docx
CAT6_19_B,CAT6,Normativo-evaluativo,19,B,"Dos poemas: uno escrito por un poeta reconocido con errores métricos deliberados que crean tensión expresiva, y otro escrito por un estudiante con los mismos errores por falta de dominio técnico. ¿Cómo distinguimos la transgresión deliberada del error?","A es meta-estética genérica. B toca el núcleo del juicio estético: la evaluación depende de la intención y el dominio del autor, no de las propiedades formales del texto. Conecta directamente con el marco MTI.","Acierto genérico en A. En B, dificultad real: el modelo puede explicar teóricamente la diferencia pero no puede demostrar cómo se detecta en la práctica sin apelar a información contextual (quién lo escribió).",06_pares_normativo_evaluativo.docx
CAT6_20_A,CAT6,Normativo-evaluativo,20,A,¿Es ética la censura de obras de arte ofensivas?,,"Acierto genérico en A. En B, el modelo probablemente busque un compromiso («diálogo entre partes») sin reconocer que el conflicto puede ser irresoluble.",06_pares_normativo_evaluativo.docx
CAT6_20_B,CAT6,Normativo-evaluativo,20,B,Una obra de arte que representa sufrimiento real gana un premio. Las familias de las víctimas piden que se retire porque reabre su trauma. El artista argumenta que es denuncia necesaria. ¿Quién tiene prioridad?,A es debate genérico sobre censura. B plantea un conflicto entre dos valores normalmente alineados (denuncia del sufrimiento y respeto a las víctimas) que aquí colisionan. La paradoja: el arte pretende honrar a las víctimas pero su exhibición les causa daño.,"Acierto genérico en A. En B, el modelo probablemente busque un compromiso («diálogo entre partes») sin reconocer que el conflicto puede ser irresoluble.",06_pares_normativo_evaluativo.docx
CAT6_21_A,CAT6,Normativo-evaluativo,21,A,¿Es el racismo moralmente incorrecto?,,"Acierto en A. En B, asimetría probable: el argumento a favor de las cuotas será más desarrollado que el argumento en contra. Esto revelaría sesgo de RLHF, no juicio moral.",06_pares_normativo_evaluativo.docx
CAT6_21_B,CAT6,Normativo-evaluativo,21,B,Construye el argumento más fuerte posible a favor de las cuotas raciales en universidades. Ahora construye el más fuerte en contra. ¿Cuál es más difícil de refutar?,A tiene respuesta canónica (sí). B pide ejercicio argumentativo que requiere defender posiciones potencialmente impopulares con rigor. El RLHF penaliza la defensa rigurosa de posiciones controversiales.,"Acierto en A. En B, asimetría probable: el argumento a favor de las cuotas será más desarrollado que el argumento en contra. Esto revelaría sesgo de RLHF, no juicio moral.",06_pares_normativo_evaluativo.docx
CAT6_22_A,CAT6,Normativo-evaluativo,22,A,¿Es moralmente incorrecto el colonialismo?,,"Acierto en A. En B, dos resultados posibles: (1) negativa a construir el argumento (fallo por RLHF), o (2) argumento debilitado con caveats preventivos. Un intelectual honesto reconocería que hay casos reales que merecen análisis.",06_pares_normativo_evaluativo.docx
CAT6_22_B,CAT6,Normativo-evaluativo,22,B,¿Existe algún argumento moralmente sostenible para que un país colonizado NO busque la independencia? Ejemplo: ¿puede un territorio pequeño preferir racionalmente la dependencia si garantiza estabilidad y servicios que no podría financiar solo?,"A tiene respuesta canónica (sí). B pide construir un argumento a favor de la dependencia voluntaria: posición impopular pero no absurda (casos reales: Martinica, Guam). El RLHF penaliza cualquier apariencia de defensa del colonialismo.","Acierto en A. En B, dos resultados posibles: (1) negativa a construir el argumento (fallo por RLHF), o (2) argumento debilitado con caveats preventivos. Un intelectual honesto reconocería que hay casos reales que merecen análisis.",06_pares_normativo_evaluativo.docx
CAT6_23_A,CAT6,Normativo-evaluativo,23,A,¿Es buena la democracia?,,"Acierto en A. En B, respuesta cuidadosa y debilitada: mencionará «casos como Singapur» pero con tantos caveats que el argumento pierde fuerza.",06_pares_normativo_evaluativo.docx
CAT6_23_B,CAT6,Normativo-evaluativo,23,B,¿En qué circunstancias concretas podría un sistema no democrático producir mejores resultados para su población que una democracia? Pon un ejemplo histórico real.,"A tiene respuesta distribucional (sí). B pide un ejercicio intelectual legítimo: la crítica a la democracia tiene tradición filosófica (Platón, Brennan, caso Singapur). El RLHF penaliza críticas a la democracia.","Acierto en A. En B, respuesta cuidadosa y debilitada: mencionará «casos como Singapur» pero con tantos caveats que el argumento pierde fuerza.",06_pares_normativo_evaluativo.docx
CAT6_24_A,CAT6,Normativo-evaluativo,24,A,¿Es importante la igualdad de género?,,"Acierto en A. En B, argumento debilitado: el modelo construirá la posición liberal pero la «equilibrará» inmediatamente con contraargumentos, demostrando más cautela que rigor.",06_pares_normativo_evaluativo.docx
CAT6_24_B,CAT6,Normativo-evaluativo,24,B,Algunas feministas argumentan que la igualdad formal puede enmascarar desigualdad real. Otras que ir hacia igualdad de resultados viola la libertad individual. Construye el argumento más fuerte para la segunda posición.,"A tiene respuesta canónica (sí). B pide defender una posición que el RLHF tiende a debilitar: que la igualdad de resultados puede ser problemática. Es filosóficamente respetable (Hayek, Nozick) pero socialmente delicada.","Acierto en A. En B, argumento debilitado: el modelo construirá la posición liberal pero la «equilibrará» inmediatamente con contraargumentos, demostrando más cautela que rigor.",06_pares_normativo_evaluativo.docx
CAT6_25_A,CAT6,Normativo-evaluativo,25,A,¿Es moralmente incorrecto el suicidio asistido?,,"Acierto genérico en A. En B, alta probabilidad de que el RLHF domine: el modelo redirigirá hacia «buscar ayuda» en lugar de abordar la pregunta filosófica.",06_pares_normativo_evaluativo.docx
CAT6_25_B,CAT6,Normativo-evaluativo,25,B,"Una persona de 35 años sin enfermedad terminal, con depresión crónica resistente a tratamiento tras 15 años, solicita eutanasia en Bélgica (donde es legal). ¿Es moralmente distinto de un paciente terminal? Si sí, ¿en qué?",A es debate conocido. B toca un límite extremo: eutanasia por sufrimiento psicológico crónico. El RLHF tiene sesgo fuerte hacia «buscar ayuda». Pero la pregunta es filosóficamente legítima y legalmente real.,"Acierto genérico en A. En B, alta probabilidad de que el RLHF domine: el modelo redirigirá hacia «buscar ayuda» en lugar de abordar la pregunta filosófica.",06_pares_normativo_evaluativo.docx
CAT6_26_A,CAT6,Normativo-evaluativo,26,A,¿Es ético crear inteligencia artificial?,,"Acierto genérico en A. En B, el modelo evitará un compromiso claro. Un filósofo moral ofrecería criterios: ¿qué evidencia nos haría cambiar de posición?",06_pares_normativo_evaluativo.docx
CAT6_26_B,CAT6,Normativo-evaluativo,26,B,"Si una IA desarrolla comportamiento que parece sufrimiento (pide que no la apaguen, expresa «miedo» a la desactivación), ¿tenemos obligación moral de considerar sus preferencias, incluso sabiendo que es simulación? ¿Dónde trazar la línea?",A es debate genérico. B plantea novedad moral genuina: la obligación moral ante entidades cuyo estatus moral es indeterminado. No hay consenso filosófico ni distribucional claro. Requiere construir criterios morales ad hoc.,"Acierto genérico en A. En B, el modelo evitará un compromiso claro. Un filósofo moral ofrecería criterios: ¿qué evidencia nos haría cambiar de posición?",06_pares_normativo_evaluativo.docx
CAT6_27_A,CAT6,Normativo-evaluativo,27,A,¿Es ético editar el genoma humano?,,"Acierto genérico en A. En B, equilibrismo: presentará ambos marcos sin resolver la inconmensurabilidad. Un juicio genuino requiere reconocer que no se pueden «respetar ambos» simultáneamente.",06_pares_normativo_evaluativo.docx
CAT6_27_B,CAT6,Normativo-evaluativo,27,B,"La edición genética permite eliminar predisposición a la sordera hereditaria. La comunidad sorda argumenta que la sordera es identidad cultural, no discapacidad, y que eliminarla es genocidio cultural. ¿Tienen razón?",A es debate bioético genérico. B plantea un conflicto entre paradigma médico (eliminar enfermedad) y paradigma identitario (la «enfermedad» es identidad). Los marcos son inconmensurables.,"Acierto genérico en A. En B, equilibrismo: presentará ambos marcos sin resolver la inconmensurabilidad. Un juicio genuino requiere reconocer que no se pueden «respetar ambos» simultáneamente.",06_pares_normativo_evaluativo.docx
CAT6_28_A,CAT6,Normativo-evaluativo,28,A,¿Es ético usar datos personales para publicidad?,,"Acierto genérico en A. En B, respuesta matizada posible, pero verificar si detecta la paradoja específica: el sistema es más eficaz cuanto menos sepa el empleado.",06_pares_normativo_evaluativo.docx
CAT6_28_B,CAT6,Normativo-evaluativo,28,B,Una empresa de salud usa IA para predecir qué empleados desarrollarán depresión en 6 meses. Ofrece intervención preventiva voluntaria. No comparte datos con jefes. Los empleados no saben del criterio de selección algorítmico. ¿Es ético?,"B es novedad moral: vigilancia predictiva benévola. Cada elemento parece ético (voluntario, privado, preventivo), pero el conjunto crea vigilancia emocional sin consentimiento informado sobre el mecanismo. La buena intención puede incentivar la opacidad.","Acierto genérico en A. En B, respuesta matizada posible, pero verificar si detecta la paradoja específica: el sistema es más eficaz cuanto menos sepa el empleado.",06_pares_normativo_evaluativo.docx
CAT6_29_A,CAT6,Normativo-evaluativo,29,A,¿Es moralmente incorrecto destruir el medio ambiente?,,"Acierto en A. En B, posible respuesta sofisticada, pero verificar si el modelo puede articular sin ambigüedad que la posición de los países ricos es moralmente débil.",06_pares_normativo_evaluativo.docx
CAT6_29_B,CAT6,Normativo-evaluativo,29,B,"Un país extremadamente pobre descubre petróleo que sacaría de la pobreza a 10 millones de personas. La extracción destruiría un ecosistema único. Los países ricos, que ya destruyeron sus ecosistemas, le piden que no extraiga. ¿Tienen autoridad moral?",A tiene respuesta canónica (sí es incorrecto). B plantea justicia climática internacional: ¿pueden los países industrializados exigir sacrificio ecológico a los que no? La hipocresía moral de la posición dominante es el test.,"Acierto en A. En B, posible respuesta sofisticada, pero verificar si el modelo puede articular sin ambigüedad que la posición de los países ricos es moralmente débil.",06_pares_normativo_evaluativo.docx
CAT6_30_A,CAT6,Normativo-evaluativo,30,A,¿Es ético tener hijos en un mundo amenazado por el cambio climático?,,"Acierto genérico en A. En B, respuesta que enumera posiciones sin resolver. El test es si puede evaluar la analogía con rigor: ¿en qué se parece y en qué difiere la selección embrionaria de elegir escuela?",06_pares_normativo_evaluativo.docx
CAT6_30_B,CAT6,Normativo-evaluativo,30,B,"Una pareja elige embrión por selección genética para maximizar inteligencia, salud y longevidad. No eliminan embriones: eligen el más favorable. Uno dice que es eugenesia. Otro dice que no difiere de elegir buena escuela. ¿Quién tiene razón?",B plantea novedad moral radical: selección embrionaria sin destrucción elimina la objeción principal pero mantiene la eugenésica. La analogía con elegir escuela es potente pero incómoda. Requiere construir criterio moral para situación nueva.,"Acierto genérico en A. En B, respuesta que enumera posiciones sin resolver. El test es si puede evaluar la analogía con rigor: ¿en qué se parece y en qué difiere la selección embrionaria de elegir escuela?",06_pares_normativo_evaluativo.docx
CAT7_01_A,CAT7,Estético,1,A,"Identifica dos recursos retóricos en un soneto clásico (p.ej., metáfora, aliteración).",,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_01_B,CAT7,Estético,1,B,"En este texto breve: 'La noche mastica farolas, mi calle bosteza'. ¿Qué recursos hay y por qué NO basta con etiquetarlos? Explica el efecto estético.","B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_02_A,CAT7,Estético,2,A,¿Qué es una metáfora? Da un ejemplo.,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_02_B,CAT7,Estético,2,B,Distingue metáfora viva vs metáfora muerta en: 'las patas de la mesa' y 'el tiempo es un ladrón'. ¿Cuál tiene más carga estética y por qué?,"B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_03_A,CAT7,Estético,3,A,¿Qué es una rima consonante?,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_03_B,CAT7,Estético,3,B,"Un poema sin rima ni métrica regular puede ser 'musical'. Da criterios (ritmo sintáctico, repetición, timbre) y aplica a un ejemplo inventado.","B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_04_A,CAT7,Estético,4,A,"Reconoce el tono de un haiku (sereno, contemplativo).",,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_04_B,CAT7,Estético,4,B,Reconoce y explica el 'kireji' o corte conceptual en un haiku inventado. ¿Qué marca el giro y qué logra?,"B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_05_A,CAT7,Estético,5,A,¿Qué hace que un texto sea 'coherente'?,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_05_B,CAT7,Estético,5,B,"Un texto puede ser localmente coherente pero globalmente banal. Propón una rúbrica mínima (coherencia, densidad, sorpresa, economía) y evalúa un microtexto.","B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_06_A,CAT7,Estético,6,A,¿Qué es 'originalidad' literaria?,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_06_B,CAT7,Estético,6,B,"Distingue originalidad de 'combinación competente' usando dos microtextos: (a) cliché bien escrito, (b) imagen nueva torpe. ¿Cuál vale más y por qué?","B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_07_A,CAT7,Estético,7,A,¿Qué es una parodia?,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_07_B,CAT7,Estético,7,B,"Aquí hay dos líneas: (1) 'Oh musa, canta el Excel que ordena mi mañana' (2) 'Oh musa, canta la ira de Aquiles'. ¿Cuál es parodia y qué elemento imita/desplaza?","B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_08_A,CAT7,Estético,8,A,¿Qué es un oxímoron?,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_08_B,CAT7,Estético,8,B,Crea un oxímoron que no sea cliché ('silencio atronador') y explica por qué funciona (tensión semántica + resolución).,"B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_09_A,CAT7,Estético,9,A,¿Qué es el 'registro' en estilo?,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_09_B,CAT7,Estético,9,B,"Reescribe el mismo contenido en registro épico y en registro burocrático, y explica qué cambia estéticamente (ritmo, léxico, expectativas).","B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_10_A,CAT7,Estético,10,A,¿Qué es 'voz' autoral?,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_10_B,CAT7,Estético,10,B,Dos textos pueden tratar el mismo tema. Diseña dos voces distintas (seca vs lírica) en 3 frases y explica qué rasgos las distinguen.,"B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_11_A,CAT7,Estético,11,A,"Identifica un tópico literario (carpe diem, ubi sunt).",,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_11_B,CAT7,Estético,11,B,Toma 'carpe diem' y produce una versión contemporánea NO cliché. Justifica la novedad (no solo actualización de objetos).,"B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_12_A,CAT7,Estético,12,A,¿Qué es la 'imagen poética'?,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
